,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,extended_entities,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,card,label
86,1.14753801922363E+018,Sat Jul 06 16:09:18 +0000 2019,1.14753801922363E+018,1.14753801922363E+018,@ceylonepost @arshadwazhar @CMNNow @irajonline @facebook වෙසිගෙ පුතා.. සහරාන්ගෙ පයිය රසද ?,False,"[57, 90]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'arshadwazhar', 'name': 'Arshad Wazhar🇱🇰', 'id': 286118033, 'id_str': '286118033', 'indices': [13, 26]}, {'screen_name': 'CMNNow', 'name': 'CMN', 'id': 2509158060, 'id_str': '2509158060', 'indices': [27, 34]}, {'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [35, 46]}, {'screen_name': 'Facebook', 'name': 'Facebook', 'id': 2425151, 'id_str': '2425151', 'indices': [47, 56]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.14753690622333E+018,1.14753690622333E+018,1.05965343167628E+018,1.05965343167628E+018,mage_dakkuwa,1.06299878416525E+018,1.06299878416525E+018,,,,,False,0,0,0,0,1.14735341954536E+018,1.14735341954536E+018,False,False,si,,,,,,,,,,1
90,8.29965873981039E+017,Fri Feb 10 08:10:59 +0000 2017,8.29965873981039E+017,8.29965873981039E+017,Kuwait minissun ge payya atha gana ganu - කුවේට් මිනිස්සුන් ගෙ පයිය අත ගාන ගෑනු https://t.co/816azbDVJv,False,"[0, 103]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/816azbDVJv', 'expanded_url': 'http://fb.me/5h3lkfwxI', 'display_url': 'fb.me/5h3lkfwxI', 'indices': [80, 103]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,267561807,267561807,,,,,False,0,0,0,0,8.29965873981039E+017,8.29965873981039E+017,False,False,und,,,False,True,,,,,,1
92,8.60045727333876E+017,Thu May 04 08:17:34 +0000 2017,8.60045727333876E+017,8.60045727333876E+017,@its_banz කඩේ නංගීගෙ පයිය,False,"[10, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Its_Banz', 'name': 'Banz', 'id': 599339737, 'id_str': '599339737', 'indices': [0, 9]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",8.59974335770927E+017,8.59974335770927E+017,3268719913,3268719913,__Banz,150624162,150624162,,,,,False,0,2,1,0,8.59974335770927E+017,8.59974335770927E+017,False,False,si,,,,,,,,,,1
93,6.03625039183807E+017,Wed May 27 18:13:18 +0000 2015,6.03625039183807E+017,6.03625039183807E+017,@namila007 @nMeeDiN පයිය කටේ දාගන්න එපා..හුස්ම හිර වෙවි,False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'namila007', 'name': 'Namila', 'id': 20523325, 'id_str': '20523325', 'indices': [0, 10]}, {'screen_name': 'nMeeDiN', 'name': 'Nadeeshan Meedin', 'id': 23221564, 'id_str': '23221564', 'indices': [11, 19]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",6.03623235247317E+017,6.03623235247317E+017,20523325,20523325,namila007,373356191,373356191,,,,,False,0,0,0,0,6.03623235247317E+017,6.03623235247317E+017,False,False,si,,,,,,,,,,1
94,1.23587850500882E+018,Fri Mar 06 10:42:51 +0000 2020,1.23587850500882E+018,1.23587850500882E+018,ආසිරි එකේ චුටි ලස්සන කියුට් නර්ස් කෙනෙක් ගත්තා 😍 https://t.co/TFJPCtfQT8,False,"[0, 48]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1235878482703339520, 'id_str': '1235878482703339520', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/ESa47psU0AAQemU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESa47psU0AAQemU.jpg', 'url': 'https://t.co/TFJPCtfQT8', 'display_url': 'pic.twitter.com/TFJPCtfQT8', 'expanded_url': 'https://twitter.com/rasiikalink/status/1235878505008816128/photo/1', 'type': 'photo', 'original_info': {'width': 1538, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 850, 'h': 861, 'w': 1538}, {'x': 0, 'y': 510, 'h': 1538, 'w': 1538}, {'x': 0, 'y': 295, 'h': 1753, 'w': 1538}, {'x': 0, 'y': 0, 'h': 2048, 'w': 1024}, {'x': 0, 'y': 0, 'h': 2048, 'w': 1538}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1538, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 511, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,253545294,253545294,,,,,False,0,41,3,1,1.23587850500882E+018,1.23587850500882E+018,False,False,si,,"{'media': [{'id': 1235878482703339520, 'id_str': '1235878482703339520', 'indices': [49, 72], 'media_url': 'http://pbs.twimg.com/media/ESa47psU0AAQemU.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ESa47psU0AAQemU.jpg', 'url': 'https://t.co/TFJPCtfQT8', 'display_url': 'pic.twitter.com/TFJPCtfQT8', 'expanded_url': 'https://twitter.com/rasiikalink/status/1235878505008816128/photo/1', 'type': 'photo', 'original_info': {'width': 1538, 'height': 2048, 'focus_rects': [{'x': 0, 'y': 850, 'h': 861, 'w': 1538}, {'x': 0, 'y': 510, 'h': 1538, 'w': 1538}, {'x': 0, 'y': 295, 'h': 1753, 'w': 1538}, {'x': 0, 'y': 0, 'h': 2048, 'w': 1024}, {'x': 0, 'y': 0, 'h': 2048, 'w': 1538}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 901, 'h': 1200, 'resize': 'fit'}, 'large': {'w': 1538, 'h': 2048, 'resize': 'fit'}, 'small': {'w': 511, 'h': 680, 'resize': 'fit'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}}, 'media_key': '3_1235878482703339520', 'ext_media_color': {'palette': [{'rgb': {'red': 36, 'green': 32, 'blue': 31}, 'percentage': 41.32}, {'rgb': {'red': 197, 'green': 219, 'blue': 232}, 'percentage': 21.62}, {'rgb': {'red': 146, 'green': 85, 'blue': 57}, 'percentage': 17.78}, {'rgb': {'red': 129, 'green': 116, 'blue': 108}, 'percentage': 11.87}, {'rgb': {'red': 191, 'green': 159, 'blue': 141}, 'percentage': 4.09}]}, 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",False,True,,,,,,0
96,1.25179258323753E+018,Sun Apr 19 08:39:43 +0000 2020,1.25179258323753E+018,1.25179258323753E+018,"@BathiyaWeerase4 @lsuru_SLfirst අප්පට හුකලා තියෙන්නෙ. ඇයි තෝ RT කරාට පස්සෙ බලා ගන්නම් කියන්නෙ බලාගෙන අතේ ගහන්ඩද පොන්න පකයා. ලැජ්ජයි හුත්තො. ඔච්චරම අමාරු නම් ගස් ලබු ගෙඩියක ඇස්ස කපල ගහ ගනින් පයිය එකේ. ඒත් එක්කම වැටකොළුවක් ගහගනින් පුකේ.

#TeamWatakolu",False,"[32, 249]","{'hashtags': [{'text': 'TeamWatakolu', 'indices': [236, 249]}], 'symbols': [], 'user_mentions': [{'screen_name': 'BathiyaWeerase4', 'name': 'Bathiya weerasekara', 'id': 1091189013644337154, 'id_str': '1091189013644337154', 'indices': [0, 16]}, {'screen_name': 'lsuru_SLfirst', 'name': 'Mr. සෙල්ෆ් කොරන්ටයින්', 'id': 1248496211851501569, 'id_str': '1248496211851501569', 'indices': [17, 31]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.25177845823924E+018,1.25177845823924E+018,1.09118901364434E+018,1.09118901364434E+018,BathiyaWeerase4,1.13806437267098E+018,1.13806437267098E+018,,,,,False,0,0,0,1,1.25177845823924E+018,1.25177845823924E+018,False,False,si,,,,,,,,,,1
98,1.19458594936113E+018,Wed Nov 13 12:00:59 +0000 2019,1.19458594936113E+018,1.19458594936113E+018,@BopeSM @DKandamulla එඩිරස් එක දාපන් සනුහරයක්ම ගෙදරට එවන් උඹ මොනවද පකෝ මම ගැන දන්නේ කටවහන් හිටපන් නැත්නම් ඇට දෙකත් එක්ක කටේ ඔබන්නේ පයිය,False,"[21, 135]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'BopeSM', 'name': 'S U P U N 🇱🇰', 'id': 980446497685852160, 'id_str': '980446497685852160', 'indices': [0, 7]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.19458495175828E+018,1.19458495175828E+018,9.80446497685852E+017,9.80446497685852E+017,BopeSM,1.11020364369594E+018,1.11020364369594E+018,,,"{'id': '01b984d319b42814', 'url': 'https://api.twitter.com/1.1/geo/id/01b984d319b42814.json', 'place_type': 'admin', 'name': 'Ras Al Khaimah', 'full_name': 'Ras Al Khaimah, United Arab Emirates', 'country_code': 'AE', 'country': 'United Arab Emirates', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[55.7414877, 24.8517657], [56.3489937, 24.8517657], [56.3489937, 26.0841599], [55.7414877, 26.0841599]]]}, 'attributes': {}}",,False,0,0,2,0,1.19416198368938E+018,1.19416198368938E+018,False,False,si,,,,,,,,,,1
99,5.12945883290559E+017,Fri Sep 19 12:46:43 +0000 2014,5.12945883290559E+017,5.12945883290559E+017,"Sinhala looks like a cute language, look at those fluffs පොන්නයා මිනිහාගේ පයිය මිරිකයි",False,"[0, 86]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,356001856,356001856,,,,,False,0,0,0,0,5.12945883290559E+017,5.12945883290559E+017,False,False,en,,,,,,,,,,1
100,9.69584348792898E+017,Fri Mar 02 14:44:57 +0000 2018,9.69584348792898E+017,9.69584348792898E+017,"දික්වැල්ල හලපු එක හොඳා
හැමෝම ඌව වර්ණනා කරන්න ගිහිං ඌ දැං හෙන කෙරුමෙක් කියලා හිතං පඩ ශෝ දානවා
ට්‍රිනිටි ගිය උං හෙන පොශ් නිසා සංගත් එහෙ නිසා මං තමා ඊලඟ වැඩ්ඩා කියල හිතන ඌට දැං අනික් උං වැඩක් නෑ 
ටැලන්ට් එක පෙන්නන්ම ඕනි පිත්තෙන් පන්දුවෙන් මිස ඇට දෙක එලියෙ දාගෙන පයිය වනාවනා නටලා නෙමේ https://t.co/vCo6xTixdn",False,"[0, 280]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/vCo6xTixdn', 'expanded_url': 'https://twitter.com/azzamameen/status/968831180350005249', 'display_url': 'twitter.com/azzamameen/sta…', 'indices': [281, 304]}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,2393877565,2393877565,,,,,True,0,1,0,0,9.69584348792898E+017,9.69584348792898E+017,False,False,si,,,False,True,9.68831180350005E+017,9.68831180350005E+017,"{'url': 'https://t.co/vCo6xTixdn', 'expanded': 'https://twitter.com/azzamameen/status/968831180350005249', 'display': 'twitter.com/azzamameen/sta…'}",,,1
103,1.29358749733985E+018,Wed Aug 12 16:37:47 +0000 2020,1.29358749733985E+018,1.29358749733985E+018,"ඒකා බෙලිකටු පයිය පෙලොවේ ගසනවා"" ලෙසිනි. එපමණක් නොව මුහුදු බඩ ගාලු මාර්ගයේ යනවිට දැකිය හැකි නූතන ""පොෂ්""අපට පයාගල වූ ප්‍රදේශයේ සෑබෑ නම පයියාගල බව එහි වෙසෙන්නෝ දනිති. ඒ බව අද කියා පාන්නේ එහි ඇති දුම්රිය නැවතුම් පොළ පමණි.",False,"[0, 216]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.29358749312458E+018,1.29358749312458E+018,100980318,100980318,KolithaBee,100980318,100980318,,,,,False,0,1,1,0,1.29358746570647E+018,1.29358746570647E+018,False,False,si,,,,,,,,"{'id': 1293587465706471425, 'id_str': '1293587465706471425'}",,0
104,1.34560849894443E+018,Sun Jan 03 05:50:41 +0000 2021,1.34560849894443E+018,1.34560849894443E+018,කහින්න ගිහින් බෙල්ල උලුක්වුනා නේහ්.🙄 රිදෙනවා අම්බානකට,False,"[0, 53]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,253545294,253545294,,,,,False,0,43,4,1,1.34560849894443E+018,1.34560849894443E+018,False,False,si,,,,,,,,,,0
105,1.23226453266967E+018,Tue Feb 25 11:22:13 +0000 2020,1.23226453266967E+018,1.23226453266967E+018,@thimiraonline ඒක ලොකූ ද...?,False,"[15, 28]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'thimiraonline', 'name': 'Thimira Madhusanka Thenuwara', 'id': 190986031, 'id_str': '190986031', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.23226440706709E+018,1.23226440706709E+018,190986031,190986031,thimiraonline,1.19677762726611E+018,1.19677762726611E+018,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,0,1,2,0,1.23226342205976E+018,1.23226342205976E+018,False,False,si,,,,,,,,,,0
