,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,extended_entities,label
106,1.18199096162417E+018,Wed Oct 09 17:53:00 +0000 2019,1.18199096162417E+018,1.18199096162417E+018,"වැදුනා 8

7.4 % තිබුන අශියාවේ වේගවත්ම ආර්ථිකය,මේ අවු 4ට 3% ට වැටිලා 

best stock market 2nd place උනා ලෝකෙන්ම 
අද ඒවා කඩන් වැටිලා

gdp per capita growth 70% බැහැල මේ අවු 4 ට 

ලෝකයා ඉදිරියේ සිංහලය දෙපයින් නැගිට්ටුව හින්දයි රාජපක්ෂ නමට වඳින්නේ දැනගනින් බැල්ලි",False,"[0, 258]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",,,,,,333357644,333357644,,,,,False,0,14,0,0,1.18199096162417E+018,1.18199096162417E+018,False,False,si,,,,,,,,,1
107,1.1265027453038E+018,Thu May 09 15:02:38 +0000 2019,1.1265027453038E+018,1.1265027453038E+018,@Sansajran මට නම් හිතෙන්නෙ ඔය වගේ කවුරුත් නැති තැනකත් බිකිණියක් ඇඳන් ඉන්න නිසා තමයි බැල්ලි කියලා තියෙන්නෙ 😁😁😁,False,"[11, 109]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sansajran', 'name': 'Neimand', 'id': 199129412, 'id_str': '199129412', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.12648819563223E+018,1.12648819563223E+018,199129412,199129412,Sansajran,123479718,123479718,,,,,False,0,2,1,0,1.12648819563223E+018,1.12648819563223E+018,False,False,si,,,,,,,,,0
108,1.2239964111062E+018,Sun Feb 02 15:47:39 +0000 2020,1.2239964111062E+018,1.2239964111062E+018,"දන්න කෙනෙක් මට විස්තරයක් කියනවා...
එයාගෙ ගෙදර ඉන්න ලයන් ශෙපඩ් බැල්ලි පැටව් හය දෙනෙක් දාලා පහුවදා උදේ  බලද්දි පැටව් හය දෙනාම සීතලට මැරිලලු.
මට ඉබේටම ""අනේ පව්"" කියවෙද්දි, එයා කිව්වා ""අපරාදේ හොඳගානකට දෙන්න තිබ්බා"" කියලා.

සත්තුද මිනිස්සුද තිරිසන් ?",False,"[0, 245]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,2533578847,2533578847,,,,,False,5,111,17,0,1.2239964111062E+018,1.2239964111062E+018,False,False,si,,,,,,,,,0
112,1.17548308241104E+018,Sat Sep 21 18:53:00 +0000 2019,1.17548308241104E+018,1.17548308241104E+018,@shirani20089787 ඒකනෙ අර රනවිරැවෙකුට කතා කරන හැටි .ඊටත් කටුකන බැල්ලි අරිකිගෙ කට..,False,"[17, 81]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'shirani20089787', 'name': 'shirani', 'id': 1120157059134234635, 'id_str': '1120157059134234635', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.17545459775176E+018,1.17545459775176E+018,1.12015705913423E+018,1.12015705913423E+018,shirani20089787,1.15470136425941E+018,1.15470136425941E+018,,,,,False,0,1,0,0,1.17544851447997E+018,1.17544851447997E+018,False,False,si,,,,,,,,,1
114,1.1720269949739E+018,Thu Sep 12 05:59:45 +0000 2019,1.1720269949739E+018,1.1720269949739E+018,"කලුතර බෝධියට ඇතුලු වෙද්දි හිස් ආවරණ පැලඳ ඇතුලු වීමට උත්සහ කරද්දී එයට විරුද්ධ උනාට මුන් දුන්න ප්‍රථිචාරය... රට විතරක් නෙවෙයි දැන් බෞද්ධ ආගමික ස්ථානත් අපේ නෙවෙයි
So simple , if someone visiting foreign country you must first respects their law 👋
#LKA https://t.co/SbSwO29Ug1",False,"[0, 248]","{'hashtags': [{'text': 'LKA', 'indices': [244, 248]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1172026987600388096, 'id_str': '1172026987600388096', 'indices': [249, 272], 'media_url': 'http://pbs.twimg.com/media/EEPgVecXoAA4uF1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEPgVecXoAA4uF1.jpg', 'url': 'https://t.co/SbSwO29Ug1', 'display_url': 'pic.twitter.com/SbSwO29Ug1', 'expanded_url': 'https://twitter.com/Iam__Kevin/status/1172026994973904896/photo/1', 'type': 'photo', 'original_info': {'width': 747, 'height': 437, 'focus_rects': [{'x': 0, 'y': 0, 'h': 418, 'w': 747}, {'x': 99, 'y': 0, 'h': 437, 'w': 437}, {'x': 126, 'y': 0, 'h': 437, 'w': 383}, {'x': 208, 'y': 0, 'h': 437, 'w': 219}, {'x': 0, 'y': 0, 'h': 437, 'w': 747}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 398, 'resize': 'fit'}, 'medium': {'w': 747, 'h': 437, 'resize': 'fit'}, 'large': {'w': 747, 'h': 437, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 88, 'y': 59, 'h': 35, 'w': 35}]}, 'small': {'faces': [{'x': 80, 'y': 53, 'h': 31, 'w': 31}]}, 'medium': {'faces': [{'x': 88, 'y': 59, 'h': 35, 'w': 35}]}, 'large': {'faces': [{'x': 88, 'y': 59, 'h': 35, 'w': 35}]}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,4191134834,4191134834,,,,,False,14,74,7,2,1.1720269949739E+018,1.1720269949739E+018,False,False,si,,False,True,,,,,"{'media': [{'id': 1172026987600388096, 'id_str': '1172026987600388096', 'indices': [249, 272], 'media_url': 'http://pbs.twimg.com/media/EEPgVecXoAA4uF1.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EEPgVecXoAA4uF1.jpg', 'url': 'https://t.co/SbSwO29Ug1', 'display_url': 'pic.twitter.com/SbSwO29Ug1', 'expanded_url': 'https://twitter.com/Iam__Kevin/status/1172026994973904896/photo/1', 'type': 'photo', 'original_info': {'width': 747, 'height': 437, 'focus_rects': [{'x': 0, 'y': 0, 'h': 418, 'w': 747}, {'x': 99, 'y': 0, 'h': 437, 'w': 437}, {'x': 126, 'y': 0, 'h': 437, 'w': 383}, {'x': 208, 'y': 0, 'h': 437, 'w': 219}, {'x': 0, 'y': 0, 'h': 437, 'w': 747}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 680, 'h': 398, 'resize': 'fit'}, 'medium': {'w': 747, 'h': 437, 'resize': 'fit'}, 'large': {'w': 747, 'h': 437, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 88, 'y': 59, 'h': 35, 'w': 35}]}, 'small': {'faces': [{'x': 80, 'y': 53, 'h': 31, 'w': 31}]}, 'medium': {'faces': [{'x': 88, 'y': 59, 'h': 35, 'w': 35}]}, 'large': {'faces': [{'x': 88, 'y': 59, 'h': 35, 'w': 35}]}}, 'media_key': '3_1172026987600388096', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 84, 'green': 54, 'blue': 47}, 'percentage': 49.49}, {'rgb': {'red': 127, 'green': 98, 'blue': 88}, 'percentage': 20.06}, {'rgb': {'red': 30, 'green': 40, 'blue': 29}, 'percentage': 12.99}, {'rgb': {'red': 18, 'green': 33, 'blue': 46}, 'percentage': 7.89}, {'rgb': {'red': 99, 'green': 49, 'blue': 48}, 'percentage': 3.59}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",0
115,1.3477748780327E+018,Sat Jan 09 05:19:06 +0000 2021,1.3477748780327E+018,1.3477748780327E+018,"පිටරට ඉදන් හාමුදුරුවන්ට ""සිවුර පොරවගත්ත තට්ට මාමාලා"" කියලා කතා කරන ශුක්‍රාණු බැල්ලි කවුද 😹🖕🏼",False,"[0, 92]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,8.78207768032825E+017,8.78207768032825E+017,,,,,False,0,18,2,0,1.3477748780327E+018,1.3477748780327E+018,False,False,si,,,,,,,,,1
117,1.36405105518132E+018,Tue Feb 23 03:14:49 +0000 2021,1.36405105518132E+018,1.36405105518132E+018,"හොද වැඩේ එහා ගෙදර බල්ලට.
දැන් ඉතිම් බලපම්කෝ ඉස්සරහා ගෙදර බැල්ලි.😊 https://t.co/pq0lmoOIrc",False,"[0, 65]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1364051044565618691, 'id_str': '1364051044565618691', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'url': 'https://t.co/pq0lmoOIrc', 'display_url': 'pic.twitter.com/pq0lmoOIrc', 'expanded_url': 'https://twitter.com/SamanthaLive365/status/1364051055181324291/photo/1', 'type': 'photo', 'original_info': {'width': 540, 'height': 675, 'focus_rects': [{'x': 0, 'y': 169, 'h': 302, 'w': 540}, {'x': 0, 'y': 50, 'h': 540, 'w': 540}, {'x': 0, 'y': 12, 'h': 616, 'w': 540}, {'x': 50, 'y': 0, 'h': 675, 'w': 338}, {'x': 0, 'y': 0, 'h': 675, 'w': 540}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 675, 'resize': 'fit'}, 'small': {'w': 540, 'h': 675, 'resize': 'fit'}, 'large': {'w': 540, 'h': 675, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'small': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'orig': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'large': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,8.59781372998803E+017,8.59781372998803E+017,,,,,False,0,4,0,0,1.36405105518132E+018,1.36405105518132E+018,False,False,si,,False,True,,,,,"{'media': [{'id': 1364051044565618691, 'id_str': '1364051044565618691', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'url': 'https://t.co/pq0lmoOIrc', 'display_url': 'pic.twitter.com/pq0lmoOIrc', 'expanded_url': 'https://twitter.com/SamanthaLive365/status/1364051055181324291/photo/1', 'type': 'photo', 'original_info': {'width': 540, 'height': 675, 'focus_rects': [{'x': 0, 'y': 169, 'h': 302, 'w': 540}, {'x': 0, 'y': 50, 'h': 540, 'w': 540}, {'x': 0, 'y': 12, 'h': 616, 'w': 540}, {'x': 50, 'y': 0, 'h': 675, 'w': 338}, {'x': 0, 'y': 0, 'h': 675, 'w': 540}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 675, 'resize': 'fit'}, 'small': {'w': 540, 'h': 675, 'resize': 'fit'}, 'large': {'w': 540, 'h': 675, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'small': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'orig': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'large': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}}, 'media_key': '3_1364051044565618691', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 251, 'green': 252, 'blue': 249}, 'percentage': 61.11}, {'rgb': {'red': 221, 'green': 148, 'blue': 145}, 'percentage': 6.48}, {'rgb': {'red': 36, 'green': 31, 'blue': 21}, 'percentage': 5.96}, {'rgb': {'red': 214, 'green': 96, 'blue': 94}, 'percentage': 4.71}, {'rgb': {'red': 28, 'green': 46, 'blue': 68}, 'percentage': 2.85}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",0
118,1.25967583971046E+018,Mon May 11 02:44:58 +0000 2020,1.25967583971046E+018,1.25967583971046E+018,ගෙදර ඉන්න බැල්ලිගෙ හෝ පූසිගෙ වද සැත්කමක් කරන එක ඔයාල අනුමත කරනවද ?.,False,"[0, 67]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4358023575,4358023575,,,,,False,0,59,23,2,1.25967583971046E+018,1.25967583971046E+018,False,False,si,,,,,,,,,0
119,1.32614710612653E+018,Tue Nov 10 12:58:03 +0000 2020,1.32614710612653E+018,1.32614710612653E+018,@da_sukiya පඩප්තර බැල්ලි,False,"[11, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'da_sukiya', 'name': 'Sukiya 🇱🇰', 'id': 181142874, 'id_str': '181142874', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.32614706917052E+018,1.32614706917052E+018,246224922,246224922,rathgamaya,246224922,246224922,,,,,False,0,0,1,0,1.32611032094798E+018,1.32611032094798E+018,False,False,si,,,,,,,,,1
120,1.33956366520114E+018,Thu Dec 17 13:30:40 +0000 2020,1.33956366520114E+018,1.33956366520114E+018,@RasikaIink බැල්ලි,False,"[12, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RasikaIink', 'name': 'Rasikalink Official ❁', 'id': 1160787948914085890, 'id_str': '1160787948914085890', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.33948238426207E+018,1.33948238426207E+018,253545294,253545294,Rasikalink,246224922,246224922,,,,,False,0,0,0,0,1.33948238426207E+018,1.33948238426207E+018,False,False,si,,,,,,,,,1
121,1.22821887663619E+018,Fri Feb 14 07:26:14 +0000 2020,1.22821887663619E+018,1.22821887663619E+018,"මේ දවස්වල ගොයම් කපන කාලෙනේ. සුනාමිය පස්සේ මිනිස්සු යන්නේ, නිකන් බැල්ලි පස්සෙන් යන බල්ලො වගේ...😂😂

#සිරාසිද්ධි",False,"[0, 109]","{'hashtags': [{'text': 'සිරාසිද්ධි', 'indices': [98, 109]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.17795739038312E+018,1.17795739038312E+018,,,,,False,0,3,0,0,1.22821887663619E+018,1.22821887663619E+018,False,False,si,,,,,,,,,0
122,1.30409573061791E+018,Thu Sep 10 16:33:45 +0000 2020,1.30409573061791E+018,1.30409573061791E+018,"ගෙදර බැල්ලි පාරේ යන බල්ලෙක්ට හයියෙන් බුරනවා..

පාරේ යන බල්ලා:",False,"[0, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1.19939540859571E+018,1.19939540859571E+018,,,,,True,0,15,6,0,1.30409573061791E+018,1.30409573061791E+018,False,False,si,,,,1.30406396243505E+018,1.30406396243505E+018,"{'url': 'https://t.co/1YrloW798k', 'expanded': 'https://twitter.com/Yaka97506813/status/1304063962435051520', 'display': 'twitter.com/Yaka97506813/s…'}",,,0
123,1.33948238426207E+018,Thu Dec 17 08:07:41 +0000 2020,1.33948238426207E+018,1.33948238426207E+018,මේ රහසේ රත්තාග් නම ඇතුලත් කරලා ඊලග කෙනාට පාස් කරේ මම 😂😂,False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,253545294,253545294,,,,,True,1,16,5,0,1.33948238426207E+018,1.33948238426207E+018,False,False,si,,,,9.42229869965951E+017,9.42229869965951E+017,"{'url': 'https://t.co/BDLmYQQnu2', 'expanded': 'https://twitter.com/dialoglk/status/942229869965950976', 'display': 'twitter.com/dialoglk/statu…'}","{'id': 1339482384262070276, 'id_str': '1339482384262070276'}",,0
124,1.3076206855948E+018,Sun Sep 20 10:00:40 +0000 2020,1.3076206855948E+018,1.3076206855948E+018,අයියෝ මල්ලී කෑවද නෙල්ලී 🤪,False,"[0, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,324090154,324090154,,,,,True,0,6,1,0,1.3076206855948E+018,1.3076206855948E+018,False,False,si,,,,1.30761298528468E+018,1.30761298528468E+018,"{'url': 'https://t.co/knUYWlT5VE', 'expanded': 'https://twitter.com/MangalaLK/status/1307612985284681729', 'display': 'twitter.com/MangalaLK/stat…'}",,,0
125,1.08987195959101E+018,Mon Jan 28 13:04:58 +0000 2019,1.08987195959101E+018,1.08987195959101E+018,"ගෙදර අයිතිකාරයා හුරතලේට ඇති කරන බැල්ලිට කොච්චර ආදරේ කලත් වැඩක් නැ.ඒ බැල්ලි කැමති වෙන්⁣නෙ බල්ලෙක්ට විතරයි 🙂 

කිසි ගැලපීමක් නෑ නේද ? කමක් නැ කොහොමහරි ගලපලා ගනින්🙂✋",False,"[0, 162]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3089536357,3089536357,,,,,False,1,12,0,0,1.08987195959101E+018,1.08987195959101E+018,False,False,si,,,,,,,,,0
126,6.22093016912806E+017,Fri Jul 17 17:18:27 +0000 2015,6.22093016912806E+017,6.22093016912806E+017,"බැල්ලි , ගොන් බඩුව ආදී වචන වලින් ලෝබ නැතුව ඇයට බනිනු දුටිමු http://t.co/brFBEG0AEi",False,"[0, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/brFBEG0AEi', 'expanded_url': 'http://fb.me/1Z4kBrRiq', 'display_url': 'fb.me/1Z4kBrRiq', 'indices': [60, 82]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,231064473,231064473,,,,,False,0,0,0,0,6.22093016912806E+017,6.22093016912806E+017,False,False,si,,False,True,,,,,,0
127,1.30761298528468E+018,Sun Sep 20 09:30:04 +0000 2020,1.30761298528468E+018,1.30761298528468E+018,"@irajonline @Sesiri @aritha @NoizeNews @amilaik @ajithpperera_p @HarshadeSilvaMP ඔව්, ඉරාජ්ට, මට වගේම සියලුදෙනාට එම ආඉතිය තිබිය යුතුය: ඉරාජ් වගේ ගවුම් අදීන්නත් ඕනම පිරිමියෙකුට ඓතියද තිබිය යුතුය",False,"[81, 193]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [0, 11]}, {'screen_name': 'Sesiri', 'name': 'Sesiri Pathirane', 'id': 18423283, 'id_str': '18423283', 'indices': [12, 19]}, {'screen_name': 'aritha', 'name': 'Aritha W', 'id': 17628299, 'id_str': '17628299', 'indices': [20, 27]}, {'screen_name': 'NoizeNews', 'name': 'noizenews', 'id': 1245047811105648641, 'id_str': '1245047811105648641', 'indices': [28, 38]}, {'screen_name': 'amilaik', 'name': 'Dr. Amila Kankanamge', 'id': 69895355, 'id_str': '69895355', 'indices': [39, 47]}, {'screen_name': 'ajithpperera_p', 'name': 'Ajith P Perera', 'id': 847901076, 'id_str': '847901076', 'indices': [48, 63]}, {'screen_name': 'HarshadeSilvaMP', 'name': 'Harsha de Silva', 'id': 1968865952, 'id_str': '1968865952', 'indices': [64, 80]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.30760115381579E+018,1.30760115381579E+018,124982587,124982587,irajonline,3032260688,3032260688,,,,,False,87,770,88,64,1.30760115381579E+018,1.30760115381579E+018,False,False,si,,,,,,,,,0
128,1.28517144138668E+018,Mon Jul 20 11:15:23 +0000 2020,1.28517144138668E+018,1.28517144138668E+018,"කලුම කලු පාට, දරා ගැනීමට නොහැකි තරම් විශාල බඩ ගෙඩියක් ඇති, නිතරම හොම්බේ කොහොල්ලෑ තවරාගෙන සිටින බැල්ලි පැටියාට නමක් යෝජනා කරන්න.🐕

[පවතින නම ""බිං ඌරා""]🐗",False,"[0, 151]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.16550274563939E+018,1.16550274563939E+018,,,,,False,0,29,3,0,1.28517144138668E+018,1.28517144138668E+018,False,False,si,,,,,,,,,0
130,1.22972931381937E+018,Tue Feb 18 11:28:10 +0000 2020,1.22972931381937E+018,1.22972931381937E+018,@RTSuppa බේකරියේ තියනවා බන්.. ත්‍රිකෝණකාරයි... අපේ බල්ලා ජෙරිය🐕 ආසම කෑම https://t.co/clDL9kfTtt,False,"[9, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RTSuppa', 'name': 'Supun Rajapakshe', 'id': 1243398463791828997, 'id_str': '1243398463791828997', 'indices': [0, 8]}], 'urls': [], 'media': [{'id': 1229729293628035074, 'id_str': '1229729293628035074', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'url': 'https://t.co/clDL9kfTtt', 'display_url': 'pic.twitter.com/clDL9kfTtt', 'expanded_url': 'https://twitter.com/s_sooriyage/status/1229729313819369474/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1536, 'focus_rects': [{'x': 0, 'y': 297, 'h': 1147, 'w': 2048}, {'x': 512, 'y': 0, 'h': 1536, 'w': 1536}, {'x': 701, 'y': 0, 'h': 1536, 'w': 1347}, {'x': 998, 'y': 0, 'h': 1536, 'w': 768}, {'x': 0, 'y': 0, 'h': 1536, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}, 'medium': {'faces': [{'x': 242, 'y': 679, 'h': 77, 'w': 77}]}, 'small': {'faces': [{'x': 137, 'y': 385, 'h': 43, 'w': 43}]}, 'large': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22972838291884E+018,1.22972838291884E+018,3797363534,3797363534,ItsmeSuppa,1.19637419840845E+018,1.19637419840845E+018,,,,,False,0,4,1,0,1.22972325311727E+018,1.22972325311727E+018,False,False,si,,False,True,,,,,"{'media': [{'id': 1229729293628035074, 'id_str': '1229729293628035074', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'url': 'https://t.co/clDL9kfTtt', 'display_url': 'pic.twitter.com/clDL9kfTtt', 'expanded_url': 'https://twitter.com/s_sooriyage/status/1229729313819369474/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1536, 'focus_rects': [{'x': 0, 'y': 297, 'h': 1147, 'w': 2048}, {'x': 512, 'y': 0, 'h': 1536, 'w': 1536}, {'x': 701, 'y': 0, 'h': 1536, 'w': 1347}, {'x': 998, 'y': 0, 'h': 1536, 'w': 768}, {'x': 0, 'y': 0, 'h': 1536, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}, 'medium': {'faces': [{'x': 242, 'y': 679, 'h': 77, 'w': 77}]}, 'small': {'faces': [{'x': 137, 'y': 385, 'h': 43, 'w': 43}]}, 'large': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}}, 'media_key': '3_1229729293628035074', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 150, 'green': 142, 'blue': 134}, 'percentage': 71.29}, {'rgb': {'red': 166, 'green': 177, 'blue': 191}, 'percentage': 11.98}, {'rgb': {'red': 146, 'green': 117, 'blue': 89}, 'percentage': 8.89}, {'rgb': {'red': 87, 'green': 84, 'blue': 78}, 'percentage': 7.47}, {'rgb': {'red': 200, 'green': 196, 'blue': 195}, 'percentage': 0.2}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",0
131,1.16045711035589E+018,Sun Aug 11 07:45:10 +0000 2019,1.16045711035589E+018,1.16045711035589E+018,@duliponline @Anonymous__LK නැ පිරිමි හරිම හොදයි .තමන්ගෙ පැත්තට නමා ගන්න බැරි උනාම බනින්නෙ නැ .පට්ට බැල්ලි අරාබින්ට පස්සෙ දෙනවා කියලා කියන්නෙ,False,"[28, 141]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [0, 12]}, {'screen_name': 'Anonymous__LK', 'name': 'ඇනෝනිමස් ආතල්', 'id': 1138064372670984193, 'id_str': '1138064372670984193', 'indices': [13, 27]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.16045492712003E+018,1.16045492712003E+018,799677397,799677397,duliponline,1.15470136425941E+018,1.15470136425941E+018,,,,,False,0,0,1,0,1.16011754626951E+018,1.16011754626951E+018,False,False,si,,,,,,,,,1
