,Unnamed: 0,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,quoted_status_id,quoted_status_id_str,quoted_status_permalink,possibly_sensitive,possibly_sensitive_editable,extended_entities,card,self_thread,label
121,1.28576497077748E+018,Wed Jul 22 02:33:52 +0000 2020,1.28576497077748E+018,1.28576497077748E+018,@IshankaJayasin1 උඹේ අම්ම තමයි ඒ නයිට් ක්ලබ් එකේ මිනිස්සුන්ට හුකන්න දුන්නෙ,False,"[17, 74]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'IshankaJayasin1', 'name': 'ℐ𝓈𝒽𝒶𝓃𝓀𝒶 𝒥𝒶𝓎𝒶𝓈𝒾𝓃ℊ𝒽ℯ', 'id': 1095596432520691712, 'id_str': '1095596432520691712', 'indices': [0, 16]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.28555011764316E+018,1.28555011764316E+018,1.09559643252069E+018,1.09559643252069E+018,IshankaJayasin1,1.27053727450212E+018,1.27053727450212E+018,,,,,False,0,0,0,0,1.28555011764316E+018,1.28555011764316E+018,False,False,si,,,,,,,,,,1
122,8.67775770592068E+017,Thu May 25 16:14:00 +0000 2017,8.67775770592068E+017,8.67775770592068E+017,"@SagaraOnline @nwty_ck රෙනො සිල්වටත් නැති අමාරැවක්නෙ උබට තියෙන්නෙ, අනුන්ගෙ ගෑනිට හුකන්න හොදයි, අපි ෂෙයා කරාම වැරදි 👉👌",False,"[23, 117]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nwty_ck', 'name': 'Chamal Kanishka', 'id': 2606933641, 'id_str': '2606933641', 'indices': [14, 22]}], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",8.67773396817289E+017,8.67773396817289E+017,7.89738160796369E+017,7.89738160796369E+017,mihiranz,3776265312,3776265312,,,,,False,0,0,1,0,8.6770762431737E+017,8.6770762431737E+017,False,False,si,,,,,,,,,,1
123,1.17656945903036E+018,Tue Sep 24 18:49:53 +0000 2019,1.17656945903036E+018,1.17656945903036E+018,මාලුපාන් හුකන්න 🤣 https://t.co/QNONEGkWoW,False,"[0, 17]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1176569448351682561, 'id_str': '1176569448351682561', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EFQDrfaUUAEsmrh.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EFQDrfaUUAEsmrh.jpg', 'url': 'https://t.co/QNONEGkWoW', 'display_url': 'pic.twitter.com/QNONEGkWoW', 'expanded_url': 'https://twitter.com/Aqua097/status/1176569459030364161/photo/1', 'type': 'photo', 'original_info': {'width': 480, 'height': 260}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 260, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 260, 'resize': 'fit'}, 'small': {'w': 480, 'h': 260, 'resize': 'fit'}}, 'features': {}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1005327102,1005327102,,,,,True,0,4,1,2,1.17656945903036E+018,1.17656945903036E+018,False,False,si,,1.17654375666682E+018,1.17654375666682E+018,"{'url': 'https://t.co/5Yv9EaPiH1', 'expanded': 'https://twitter.com/TheToka920/status/1176543756666822656', 'display': 'twitter.com/TheToka920/sta…'}",False,True,"{'media': [{'id': 1176569448351682561, 'id_str': '1176569448351682561', 'indices': [18, 41], 'media_url': 'http://pbs.twimg.com/tweet_video_thumb/EFQDrfaUUAEsmrh.jpg', 'media_url_https': 'https://pbs.twimg.com/tweet_video_thumb/EFQDrfaUUAEsmrh.jpg', 'url': 'https://t.co/QNONEGkWoW', 'display_url': 'pic.twitter.com/QNONEGkWoW', 'expanded_url': 'https://twitter.com/Aqua097/status/1176569459030364161/photo/1', 'type': 'animated_gif', 'original_info': {'width': 480, 'height': 260}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 480, 'h': 260, 'resize': 'fit'}, 'medium': {'w': 480, 'h': 260, 'resize': 'fit'}, 'small': {'w': 480, 'h': 260, 'resize': 'fit'}}, 'video_info': {'aspect_ratio': [24, 13], 'variants': [{'bitrate': 0, 'content_type': 'video/mp4', 'url': 'https://video.twimg.com/tweet_video/EFQDrfaUUAEsmrh.mp4'}]}, 'features': {}, 'media_key': '16_1176569448351682561', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 20, 'green': 16, 'blue': 5}, 'percentage': 64.45}, {'rgb': {'red': 186, 'green': 113, 'blue': 84}, 'percentage': 13.45}, {'rgb': {'red': 59, 'green': 52, 'blue': 16}, 'percentage': 9.23}, {'rgb': {'red': 77, 'green': 23, 'blue': 20}, 'percentage': 6.99}, {'rgb': {'red': 156, 'green': 107, 'blue': 91}, 'percentage': 3.63}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,1
124,1.22036047516408E+018,Thu Jan 23 14:59:45 +0000 2020,1.22036047516408E+018,1.22036047516408E+018,"හුකන්න අම්මව එවන්න කියල ""ඉතිපිසෝ"" ගාථාවෙ තේරුමවත් දන්නවද කියල අහනව!

ලොවෙත් මූ ගෝඨා ස ට ඡන්දෙ දුන්නු පොහොට්ටු කාරයෙක්! භාශාවෙන්ම කියන්න පුලුවන්! https://t.co/cgFBzTACm2",False,"[0, 144]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1220360467962445824, 'id_str': '1220360467962445824', 'indices': [145, 168], 'media_url': 'http://pbs.twimg.com/media/EO-XYT7UwAAgc51.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EO-XYT7UwAAgc51.jpg', 'url': 'https://t.co/cgFBzTACm2', 'display_url': 'pic.twitter.com/cgFBzTACm2', 'expanded_url': 'https://twitter.com/MaheshNegombo/status/1220360475164082176/photo/1', 'type': 'photo', 'original_info': {'width': 1080, 'height': 1575, 'focus_rects': [{'x': 0, 'y': 52, 'h': 605, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1080, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1231, 'w': 1080}, {'x': 117, 'y': 0, 'h': 1575, 'w': 788}, {'x': 0, 'y': 0, 'h': 1575, 'w': 1080}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1575, 'resize': 'fit'}, 'medium': {'w': 823, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 466, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 490, 'y': 93, 'h': 109, 'w': 109}]}, 'medium': {'faces': [{'x': 373, 'y': 70, 'h': 83, 'w': 83}]}, 'orig': {'faces': [{'x': 490, 'y': 93, 'h': 109, 'w': 109}]}, 'small': {'faces': [{'x': 211, 'y': 40, 'h': 47, 'w': 47}]}}}]}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,189878124,189878124,,,,,False,3,41,9,0,1.22036047516408E+018,1.22036047516408E+018,False,False,si,,,,,False,True,"{'media': [{'id': 1220360467962445824, 'id_str': '1220360467962445824', 'indices': [145, 168], 'media_url': 'http://pbs.twimg.com/media/EO-XYT7UwAAgc51.jpg', 'media_url_https': 'https://pbs.twimg.com/media/EO-XYT7UwAAgc51.jpg', 'url': 'https://t.co/cgFBzTACm2', 'display_url': 'pic.twitter.com/cgFBzTACm2', 'expanded_url': 'https://twitter.com/MaheshNegombo/status/1220360475164082176/photo/1', 'type': 'photo', 'original_info': {'width': 1080, 'height': 1575, 'focus_rects': [{'x': 0, 'y': 52, 'h': 605, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1080, 'w': 1080}, {'x': 0, 'y': 0, 'h': 1231, 'w': 1080}, {'x': 117, 'y': 0, 'h': 1575, 'w': 788}, {'x': 0, 'y': 0, 'h': 1575, 'w': 1080}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1080, 'h': 1575, 'resize': 'fit'}, 'medium': {'w': 823, 'h': 1200, 'resize': 'fit'}, 'small': {'w': 466, 'h': 680, 'resize': 'fit'}}, 'features': {'large': {'faces': [{'x': 490, 'y': 93, 'h': 109, 'w': 109}]}, 'medium': {'faces': [{'x': 373, 'y': 70, 'h': 83, 'w': 83}]}, 'orig': {'faces': [{'x': 490, 'y': 93, 'h': 109, 'w': 109}]}, 'small': {'faces': [{'x': 211, 'y': 40, 'h': 47, 'w': 47}]}}, 'media_key': '3_1220360467962445824', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 0, 'green': 0, 'blue': 0}, 'percentage': 78.68}, {'rgb': {'red': 114, 'green': 114, 'blue': 114}, 'percentage': 13.73}, {'rgb': {'red': 2, 'green': 132, 'blue': 255}, 'percentage': 4.88}, {'rgb': {'red': 219, 'green': 212, 'blue': 206}, 'percentage': 1.28}, {'rgb': {'red': 11, 'green': 74, 'blue': 145}, 'percentage': 1.12}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,1
125,1.19188999725261E+018,Wed Nov 06 01:28:14 +0000 2019,1.19188999725261E+018,1.19188999725261E+018,@MangalaLK අම්මට හුකන්න කැරි පොන්නයෝ උබලට ඕන ඕන විදිහට ගිවිසුම් අත්සන් කරන්න මේ රට උබලගේ බූදලයක් කියලද හිතන් ඉන්නේ.වේසිගේ පුතේ උබල වගේ ජාතියක්ජන්මයක් නැති සමනල් හුකන්නන්ට ඕක අත්සන් කරන්න වෙන්නේ නෑ බලාගෙන හිටපන්.,False,"[11, 211]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'MangalaLK', 'name': 'Mangala Samaraweera', 'id': 3032260688, 'id_str': '3032260688', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.19162830079318E+018,1.19162830079318E+018,3032260688,3032260688,MangalaLK,7.27759822955909E+017,7.27759822955909E+017,,,,,False,0,3,0,0,1.19162830079318E+018,1.19162830079318E+018,False,False,si,,,,,,,,,,1
126,1.19746815489449E+018,Thu Nov 21 10:53:50 +0000 2019,1.19746815489449E+018,1.19746815489449E+018,"@Rasthiyaduwa අප්පචිටත් දවසක් දෙමළ වැරදිච්ච එකේ ඕක මොකද්ද , ඩාම් වෙනවා ඩූම් වෙනවා 😒",False,"[14, 83]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Rasthiyaduwa', 'name': 'රස්තියාදුකාරයා', 'id': 166556379, 'id_str': '166556379', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.19746673642284E+018,1.19746673642284E+018,166556379,166556379,Rasthiyaduwa,352931832,352931832,,,,,False,0,0,1,0,1.19745369409192E+018,1.19745369409192E+018,False,False,si,,,,,,,,,,0
127,1.31728744546614E+018,Sat Oct 17 02:12:55 +0000 2020,1.31728744546614E+018,1.31728744546614E+018,@ImSalmi27 උං හිතාගෙන ඉන්නෙ උංට හරියට හුකන්න දන්නැති නිසා අනිත් එවුනුත් එහෙම වෙන්නැති ක්යල. ඒකය් උගන්නන්න හදන්නෙ.,False,"[11, 113]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'ImSalmi27', 'name': '𝕾𝖆𝖑𝖒𝖎 💡', 'id': 1122117550152634368, 'id_str': '1122117550152634368', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.31712650819282E+018,1.31712650819283E+018,1.12211755015263E+018,1.12211755015263E+018,ImSalmi27,799677397,799677397,,,,,False,0,2,0,0,1.31712650819283E+018,1.31712650819283E+018,False,False,si,,,,,,,,,,1
128,1.08929185420043E+018,Sat Jan 26 22:39:50 +0000 2019,1.08929185420043E+018,1.08929185420043E+018,@athalkolla123 තං දෙක හයියෙන් මිරිකෙගෙන හුකන්න හිතෙනවා බන්,False,"[15, 58]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'athalkolla123', 'name': '👄දඟ පැටියා👄', 'id': 966710339822735361, 'id_str': '966710339822735361', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.08557652888731E+018,1.08557652888731E+018,9.66710339822735E+017,9.66710339822735E+017,athalkolla123,1.06201577465784E+018,1.06201577465784E+018,,,,,False,0,2,1,0,1.08557652888731E+018,1.08557652888731E+018,False,False,si,,,,,,,,,,1
129,1.21095559208231E+018,Sat Dec 28 16:08:06 +0000 2019,1.21095559208231E+018,1.21095559208231E+018,"@nirodhanews පල සක්කිලි වේසිගෙ පුතා. පකෝ තෝ පක හංගගෙන ඇට දෙකෙන් හුකන්න ට්‍රයි කරාට බයියෝ ඒවා කරන්නෙ නෑ පකෝ. සක්කිලියා තෝ කී පාරක් මගෙ ඇක් එක, පෝස්ට්, කමෙන්ට් රිපෝර්ට් කරාද සක්කිලියෝ.",False,"[13, 182]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nirodhanews', 'name': 'Nuwan Nirodha Alwis', 'id': 329826075, 'id_str': '329826075', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.21095503756177E+018,1.21095503756177E+018,329826075,329826075,nirodhanews,1.13551137109596E+018,1.13551137109596E+018,,,,,False,0,0,0,0,1.21095503756177E+018,1.21095503756177E+018,False,False,si,,,,,,,,,,1
130,1.18285867046118E+018,Sat Oct 12 03:20:58 +0000 2019,1.18285867046118E+018,1.18285867046118E+018,"කාල කණ්නි හුත්තිගෙ පුතාලා ඉන්න රටක් නෙ මේක. කන්තෝරුවට ගියොත් උන්ගෙ ආතල් බලා බලා අපේ වටිනා කියන කාලය උන්ගේ ආතල් වෙනුවෙන් වෙන් කරන්න වෙලා, ප්‍රදේශීය ලේකම් කාර්යාලය, මහවැලිය.",False,"[0, 171]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1319719182,1319719182,,,,,False,0,1,0,1,1.18285867046118E+018,1.18285867046118E+018,False,False,si,,,,,,,,,,1
131,1.29746055429505E+018,Sun Aug 23 09:07:56 +0000 2020,1.29746055429505E+018,1.29746055429505E+018,@1999Dasith @umayanga99 උබෙ එන්නෙ කොල්ලො හොයන්නනේ #Spaමනෝජ් 😂😂,False,"[24, 62]","{'hashtags': [{'text': 'Spaමනෝජ්', 'indices': [50, 59]}], 'symbols': [], 'user_mentions': [{'screen_name': '1999Dasith', 'name': 'dasith wishwaka', 'id': 711928192177549312, 'id_str': '711928192177549312', 'indices': [0, 11]}, {'screen_name': 'umayanga99', 'name': 'W K D | 🇱🇰', 'id': 1053613433348747264, 'id_str': '1053613433348747264', 'indices': [12, 23]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.29745941222809E+018,1.29745941222809E+018,7.11928192177549E+017,7.11928192177549E+017,1999Dasith,1656799536,1656799536,,,,,False,0,1,1,0,1.2974036680487E+018,1.2974036680487E+018,False,False,si,,,,,,,,,,0
132,1.28986560570166E+018,Sun Aug 02 10:08:19 +0000 2020,1.28986560570166E+018,1.28986560570166E+018,යකව් ඊයේ කිව්වා විහිලුවට එයා බඳිනවා කියලා. අද ආරංචිය එනවා එයා ඇත්තටම බඳිනවා කියලා. 😒 ට හුකන්න දාලා,False,"[0, 98]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1.01532341739277E+018,1.01532341739277E+018,,,,,False,0,1,0,0,1.28986560570166E+018,1.28986560570166E+018,False,False,si,,,,,,,,,,1
133,1.22027157501613E+018,Thu Jan 23 09:06:29 +0000 2020,1.22027157501613E+018,1.22027157501613E+018,@DThardilsh071 හුකන්න මරු..😏❤,False,"[15, 29]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'DThardilsh071', 'name': 'Tharuki⭐️Dilshani', 'id': 798206139234217984, 'id_str': '798206139234217984', 'indices': [0, 14]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.22013782887051E+018,1.22013782887051E+018,7.98206139234218E+017,7.98206139234218E+017,DThardilsh071,1.21391834723598E+018,1.21391834723598E+018,,,,,False,0,1,0,0,1.22013782887051E+018,1.22013782887051E+018,False,False,si,,,,,,,,,,1
134,1.12059161885414E+018,Tue Apr 23 07:33:56 +0000 2019,1.12059161885414E+018,1.12059161885414E+018,@adaderanasin අනේ හුකන්න කියන්න,False,"[14, 31]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'adaderanasin', 'name': 'Ada Derana Sinhala', 'id': 183904448, 'id_str': '183904448', 'indices': [0, 13]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.1205913419631E+018,1.1205913419631E+018,183904448,183904448,adaderanasin,859167684,859167684,,,,,False,0,9,0,0,1.1205913419631E+018,1.1205913419631E+018,False,False,si,,,,,,,,,,1
135,1.21095503756177E+018,Sat Dec 28 16:05:54 +0000 2019,1.21095503756177E+018,1.21095503756177E+018,"බයියෝ රිපෝට්
යූ ඩිසයිට් 
🌷🌷🌷🌷 https://t.co/EbHtQBKyqq",False,"[0, 53]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/EbHtQBKyqq', 'expanded_url': 'https://www.facebook.com/563943500/posts/10157870690878501/', 'display_url': 'facebook.com/563943500/post…', 'indices': [30, 53]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,329826075,329826075,,,,,False,0,0,1,0,1.21095503756177E+018,1.21095503756177E+018,False,False,si,,,,,False,True,,,,0
136,9.46445540350464E+017,Thu Dec 28 18:19:35 +0000 2017,9.46445540350464E+017,9.46445540350464E+017,@AmIsoSweet හැම දෙටම හුකන්න යන්න එපා ඩිනාල්,False,"[12, 43]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'AmIsoSweet', 'name': 'Dinal', 'id': 429624563, 'id_str': '429624563', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.46425042438578E+017,9.46425042438578E+017,429624563,429624563,AmIsoSweet,286119376,286119376,,,,,False,0,1,1,0,9.46425042438578E+017,9.46425042438578E+017,False,False,si,,,,,,,,,,1
137,1.18285937194173E+018,Sat Oct 12 03:23:45 +0000 2019,1.18285937194173E+018,1.18285937194173E+018,"උන්ගේ අම්මලාට හුකන්න 
උන් රටේ ආර්ථික නංවන්න කරන මෙහෙවරකුත් නැහැ, රට වෙනුවෙන් ශ්‍රමය වැය කරන උන් වෙනුවෙන් වැඩ කරන්නෙත් නැහැ.",False,"[0, 123]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1319719182,1319719182,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,True,0,2,0,0,1.18285937194173E+018,1.18285937194173E+018,False,False,si,,1.18285867046118E+018,1.18285867046118E+018,"{'url': 'https://t.co/gHvuUdfyEr', 'expanded': 'https://twitter.com/minuwank/status/1182858670461181952', 'display': 'twitter.com/minuwank/statu…'}",,,,,,1
138,1.21083685269087E+018,Sat Dec 28 08:16:16 +0000 2019,1.21083685269087E+018,1.21083685269087E+018,@nirodhanews උඹේ අම්මට හුකන්න සක්කිලි බල්ලෝ. සිරිසේන පකයා රූකඩයෙක් වගේ මේ රට පාළණය කරපු නිසයි පකෝ ඌ රටටම විහිළුවක් වුණේ. තෝ සිරිසේනගේ ගූ කාපු සක්කිලියා,False,"[13, 151]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'nirodhanews', 'name': 'Nuwan Nirodha Alwis', 'id': 329826075, 'id_str': '329826075', 'indices': [0, 12]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.21059710006668E+018,1.21059710006668E+018,329826075,329826075,nirodhanews,1.13551137109596E+018,1.13551137109596E+018,,,,,False,0,0,0,0,1.21059710006668E+018,1.21059710006668E+018,False,False,si,,,,,,,,,,1
140,1.3507428738814E+018,Sun Jan 17 09:52:51 +0000 2021,1.3507428738814E+018,1.3507428738814E+018,"#SriLanka 
 මෙරට දෙමළ දේශපාලන පක්ෂ සහ සිවිල් සමාජ කණ්ඩායම් යුද සමයේ සිදු කළ බවට චෝදනා කැරෙන මානව හිමිකම් කෙළෙසීම් ගැන ශ්‍රි ලංකාව සම්බන්ධයෙන් තීරණාත්මක ක්‍රියාමාර්ගයන් ගන්නා ලෙස මානව හිමිකම් කවුන්සිලයෙන්  ඉල්ලා සිට තිබේ.
 https://t.co/aOIlWvUp6e via #SriLankaBrief https://t.co/fY5Zg3Lv5E",False,"[0, 264]","{'hashtags': [{'text': 'SriLanka', 'indices': [0, 9]}, {'text': 'SriLankaBrief', 'indices': [250, 264]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/aOIlWvUp6e', 'expanded_url': 'https://sinhala.srilankabrief.org/2021/01/%e0%b6%af%e0%b7%9a%e0%b7%81%e0%b7%93%e0%b6%ba-%e0%b6%ba%e0%b7%8f%e0%b6%b1%e0%b7%8a%e0%b6%ad%e0%b7%8a%e2%80%8d%e0%b6%bb%e0%b6%ab-%e0%b6%b6%e0%b7%9c%e0%b6%bb%e0%b7%94%e0%b7%80%e0%b6%9a%e0%b7%8a/', 'display_url': 'sinhala.srilankabrief.org/2021/01/%e0%b6…', 'indices': [222, 245]}], 'media': [{'id': 1350742156076584960, 'id_str': '1350742156076584960', 'indices': [265, 288], 'media_url': 'http://pbs.twimg.com/media/Er7M1ZwXEAALQdy.png', 'media_url_https': 'https://pbs.twimg.com/media/Er7M1ZwXEAALQdy.png', 'url': 'https://t.co/fY5Zg3Lv5E', 'display_url': 'pic.twitter.com/fY5Zg3Lv5E', 'expanded_url': 'https://twitter.com/sunandadesh/status/1350742873881403393/photo/1', 'type': 'photo', 'original_info': {'width': 635, 'height': 379, 'focus_rects': [{'x': 0, 'y': 0, 'h': 356, 'w': 635}, {'x': 0, 'y': 0, 'h': 379, 'w': 379}, {'x': 0, 'y': 0, 'h': 379, 'w': 332}, {'x': 16, 'y': 0, 'h': 379, 'w': 190}, {'x': 0, 'y': 0, 'h': 379, 'w': 635}]}, 'sizes': {'medium': {'w': 635, 'h': 379, 'resize': 'fit'}, 'small': {'w': 635, 'h': 379, 'resize': 'fit'}, 'large': {'w': 635, 'h': 379, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}}}]}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,27633152,27633152,,,,,False,3,11,11,2,1.3507428738814E+018,1.3507428738814E+018,False,False,si,,,,,False,True,"{'media': [{'id': 1350742156076584960, 'id_str': '1350742156076584960', 'indices': [265, 288], 'media_url': 'http://pbs.twimg.com/media/Er7M1ZwXEAALQdy.png', 'media_url_https': 'https://pbs.twimg.com/media/Er7M1ZwXEAALQdy.png', 'url': 'https://t.co/fY5Zg3Lv5E', 'display_url': 'pic.twitter.com/fY5Zg3Lv5E', 'expanded_url': 'https://twitter.com/sunandadesh/status/1350742873881403393/photo/1', 'type': 'photo', 'original_info': {'width': 635, 'height': 379, 'focus_rects': [{'x': 0, 'y': 0, 'h': 356, 'w': 635}, {'x': 0, 'y': 0, 'h': 379, 'w': 379}, {'x': 0, 'y': 0, 'h': 379, 'w': 332}, {'x': 16, 'y': 0, 'h': 379, 'w': 190}, {'x': 0, 'y': 0, 'h': 379, 'w': 635}]}, 'sizes': {'medium': {'w': 635, 'h': 379, 'resize': 'fit'}, 'small': {'w': 635, 'h': 379, 'resize': 'fit'}, 'large': {'w': 635, 'h': 379, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}}, 'features': {'medium': {'faces': []}, 'orig': {'faces': []}, 'small': {'faces': []}, 'large': {'faces': []}}, 'media_key': '3_1350742156076584960', 'ext_alt_text': None, 'ext_media_color': {'palette': [{'rgb': {'red': 235, 'green': 234, 'blue': 240}, 'percentage': 46.64}, {'rgb': {'red': 98, 'green': 86, 'blue': 90}, 'percentage': 15.47}, {'rgb': {'red': 141, 'green': 153, 'blue': 197}, 'percentage': 11.3}, {'rgb': {'red': 189, 'green': 163, 'blue': 132}, 'percentage': 6.53}, {'rgb': {'red': 223, 'green': 69, 'blue': 69}, 'percentage': 2.36}]}, 'ext_media_availability': {'status': 'available'}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}",,,0
142,9.4893192213835E+017,Thu Jan 04 14:59:35 +0000 2018,9.4893192213835E+017,9.4893192213835E+017,@Sansajran හුකන්න නම් හදන්න එපා. ඔය බබා පාට්දාන සේක්කු නෝනලා මහත්තයල මට පෙන්න බෑ. අපේ සිංහල බස කන් නැතුව වෙන ඕන එකක්. භාෂාව අපි හරියට හසුරුවන්න ඕන.,False,"[11, 147]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Sansajran', 'name': '𝗦𝗮𝗻𝗱𝘂𝗻', 'id': 199129412, 'id_str': '199129412', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",9.48873932207112E+017,9.48873932207112E+017,199129412,199129412,Sansajran,8.03517947205521E+017,8.03517947205521E+017,,,,,False,0,1,0,0,9.48873932207112E+017,9.48873932207112E+017,False,False,si,,,,,,,,,,1
