,created_at,id,id_str,full_text,truncated,display_text_range,entities,source,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user_id,user_id_str,geo,coordinates,place,contributors,is_quote_status,retweet_count,favorite_count,reply_count,quote_count,conversation_id,conversation_id_str,favorited,retweeted,lang,supplemental_language,possibly_sensitive,possibly_sensitive_editable,quoted_status_id,quoted_status_id_str,quoted_status_permalink,self_thread,extended_entities
1364051055181324291,Tue Feb 23 03:14:49 +0000 2021,1364051055181324291,1364051055181324291,"හොද වැඩේ එහා ගෙදර බල්ලට.
දැන් ඉතිම් බලපම්කෝ ඉස්සරහා ගෙදර බැල්ලි.😊 https://t.co/pq0lmoOIrc",False,"[0, 65]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1364051044565618691, 'id_str': '1364051044565618691', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'url': 'https://t.co/pq0lmoOIrc', 'display_url': 'pic.twitter.com/pq0lmoOIrc', 'expanded_url': 'https://twitter.com/SamanthaLive365/status/1364051055181324291/photo/1', 'type': 'photo', 'original_info': {'width': 540, 'height': 675, 'focus_rects': [{'x': 0, 'y': 169, 'h': 302, 'w': 540}, {'x': 0, 'y': 50, 'h': 540, 'w': 540}, {'x': 0, 'y': 12, 'h': 616, 'w': 540}, {'x': 50, 'y': 0, 'h': 675, 'w': 338}, {'x': 0, 'y': 0, 'h': 675, 'w': 540}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 675, 'resize': 'fit'}, 'small': {'w': 540, 'h': 675, 'resize': 'fit'}, 'large': {'w': 540, 'h': 675, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'small': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'orig': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'large': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,859781372998803457,859781372998803457,,,,,False,0,4,0,0,1364051055181324291,1364051055181324291,False,False,si,,False,True,,,,,"{'media': [{'id': 1364051044565618691, 'id_str': '1364051044565618691', 'indices': [66, 89], 'media_url': 'http://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'media_url_https': 'https://pbs.twimg.com/media/Eu4VMq7VkAMSP9a.jpg', 'url': 'https://t.co/pq0lmoOIrc', 'display_url': 'pic.twitter.com/pq0lmoOIrc', 'expanded_url': 'https://twitter.com/SamanthaLive365/status/1364051055181324291/photo/1', 'type': 'photo', 'original_info': {'width': 540, 'height': 675, 'focus_rects': [{'x': 0, 'y': 169, 'h': 302, 'w': 540}, {'x': 0, 'y': 50, 'h': 540, 'w': 540}, {'x': 0, 'y': 12, 'h': 616, 'w': 540}, {'x': 50, 'y': 0, 'h': 675, 'w': 338}, {'x': 0, 'y': 0, 'h': 675, 'w': 540}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 540, 'h': 675, 'resize': 'fit'}, 'small': {'w': 540, 'h': 675, 'resize': 'fit'}, 'large': {'w': 540, 'h': 675, 'resize': 'fit'}}, 'features': {'medium': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'small': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'orig': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}, 'large': {'faces': [{'x': 227, 'y': 52, 'h': 116, 'w': 116}, {'x': 10, 'y': 469, 'h': 107, 'w': 107}]}}, 'media_key': '3_1364051044565618691', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 251, 'green': 252, 'blue': 249}, 'percentage': 61.11}, {'rgb': {'red': 221, 'green': 148, 'blue': 145}, 'percentage': 6.48}, {'rgb': {'red': 36, 'green': 31, 'blue': 21}, 'percentage': 5.96}, {'rgb': {'red': 214, 'green': 96, 'blue': 94}, 'percentage': 4.71}, {'rgb': {'red': 28, 'green': 46, 'blue': 68}, 'percentage': 2.85}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}"
1259675839710457856,Mon May 11 02:44:58 +0000 2020,1259675839710457856,1259675839710457856,ගෙදර ඉන්න බැල්ලිගෙ හෝ පූසිගෙ වද සැත්කමක් කරන එක ඔයාල අනුමත කරනවද ?.,False,"[0, 67]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,4358023575,4358023575,,,,,False,0,59,23,2,1259675839710457856,1259675839710457856,False,False,si,,,,,,,,
1326147106126528512,Tue Nov 10 12:58:03 +0000 2020,1326147106126528512,1326147106126528512,@da_sukiya පඩප්තර බැල්ලි,False,"[11, 24]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'da_sukiya', 'name': 'Sukiya 🇱🇰', 'id': 181142874, 'id_str': '181142874', 'indices': [0, 10]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3261470691705242e+18,1326147069170524160,246224922.0,246224922,rathgamaya,246224922,246224922,,,,,False,0,0,1,0,1326110320947982336,1326110320947982336,False,False,si,,,,,,,,
1339563665201143809,Thu Dec 17 13:30:40 +0000 2020,1339563665201143809,1339563665201143809,@RasikaIink බැල්ලි,False,"[12, 18]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RasikaIink', 'name': 'Rasikalink Official ❁', 'id': 1160787948914085890, 'id_str': '1160787948914085890', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3394823842620703e+18,1339482384262070276,253545294.0,253545294,Rasikalink,246224922,246224922,,,,,False,0,0,0,0,1339482384262070276,1339482384262070276,False,False,si,,,,,,,,
1228218876636188672,Fri Feb 14 07:26:14 +0000 2020,1228218876636188672,1228218876636188672,"මේ දවස්වල ගොයම් කපන කාලෙනේ. සුනාමිය පස්සේ මිනිස්සු යන්නේ, නිකන් බැල්ලි පස්සෙන් යන බල්ලො වගේ...😂😂

#සිරාසිද්ධි",False,"[0, 109]","{'hashtags': [{'text': 'සිරාසිද්ධි', 'indices': [98, 109]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1177957390383120385,1177957390383120385,,,,,False,0,3,0,0,1228218876636188672,1228218876636188672,False,False,si,,,,,,,,
1304095730617909250,Thu Sep 10 16:33:45 +0000 2020,1304095730617909250,1304095730617909250,"ගෙදර බැල්ලි පාරේ යන බල්ලෙක්ට හයියෙන් බුරනවා..

පාරේ යන බල්ලා:",False,"[0, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,1199395408595714048,1199395408595714048,,,,,True,0,15,6,0,1304095730617909250,1304095730617909250,False,False,si,,,,1.3040639624350515e+18,1304063962435051520,"{'url': 'https://t.co/1YrloW798k', 'expanded': 'https://twitter.com/Yaka97506813/status/1304063962435051520', 'display': 'twitter.com/Yaka97506813/s…'}",,
1339482384262070276,Thu Dec 17 08:07:41 +0000 2020,1339482384262070276,1339482384262070276,මේ රහසේ රත්තාග් නම ඇතුලත් කරලා ඊලග කෙනාට පාස් කරේ මම 😂😂,False,"[0, 55]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,253545294,253545294,,,,,True,1,16,5,0,1339482384262070276,1339482384262070276,False,False,si,,,,9.42229869965951e+17,942229869965950976,"{'url': 'https://t.co/BDLmYQQnu2', 'expanded': 'https://twitter.com/dialoglk/status/942229869965950976', 'display': 'twitter.com/dialoglk/statu…'}","{'id': 1339482384262070276, 'id_str': '1339482384262070276'}",
1307620685594804224,Sun Sep 20 10:00:40 +0000 2020,1307620685594804224,1307620685594804224,අයියෝ මල්ලී කෑවද නෙල්ලී 🤪,False,"[0, 25]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,324090154,324090154,,,,,True,0,6,1,0,1307620685594804224,1307620685594804224,False,False,si,,,,1.3076129852846817e+18,1307612985284681729,"{'url': 'https://t.co/knUYWlT5VE', 'expanded': 'https://twitter.com/MangalaLK/status/1307612985284681729', 'display': 'twitter.com/MangalaLK/stat…'}",,
1089871959591014400,Mon Jan 28 13:04:58 +0000 2019,1089871959591014400,1089871959591014400,"ගෙදර අයිතිකාරයා හුරතලේට ඇති කරන බැල්ලිට කොච්චර ආදරේ කලත් වැඩක් නැ.ඒ බැල්ලි කැමති වෙන්⁣නෙ බල්ලෙක්ට විතරයි 🙂 

කිසි ගැලපීමක් නෑ නේද ? කමක් නැ කොහොමහරි ගලපලා ගනින්🙂✋",False,"[0, 162]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3089536357,3089536357,,,,,False,1,12,0,0,1089871959591014400,1089871959591014400,False,False,si,,,,,,,,
622093016912805888,Fri Jul 17 17:18:27 +0000 2015,622093016912805888,622093016912805888,"බැල්ලි , ගොන් බඩුව ආදී වචන වලින් ලෝබ නැතුව ඇයට බනිනු දුටිමු http://t.co/brFBEG0AEi",False,"[0, 82]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'http://t.co/brFBEG0AEi', 'expanded_url': 'http://fb.me/1Z4kBrRiq', 'display_url': 'fb.me/1Z4kBrRiq', 'indices': [60, 82]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,231064473,231064473,,,,,False,0,0,0,0,622093016912805888,622093016912805888,False,False,si,,False,True,,,,,
1307612985284681729,Sun Sep 20 09:30:04 +0000 2020,1307612985284681729,1307612985284681729,"@irajonline @Sesiri @aritha @NoizeNews @amilaik @ajithpperera_p @HarshadeSilvaMP ඔව්, ඉරාජ්ට, මට වගේම සියලුදෙනාට එම ආඉතිය තිබිය යුතුය: ඉරාජ් වගේ ගවුම් අදීන්නත් ඕනම පිරිමියෙකුට ඓතියද තිබිය යුතුය",False,"[81, 193]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'irajonline', 'name': 'IRAJ', 'id': 124982587, 'id_str': '124982587', 'indices': [0, 11]}, {'screen_name': 'Sesiri', 'name': 'Sesiri Pathirane', 'id': 18423283, 'id_str': '18423283', 'indices': [12, 19]}, {'screen_name': 'aritha', 'name': 'Aritha W', 'id': 17628299, 'id_str': '17628299', 'indices': [20, 27]}, {'screen_name': 'NoizeNews', 'name': 'noizenews', 'id': 1245047811105648641, 'id_str': '1245047811105648641', 'indices': [28, 38]}, {'screen_name': 'amilaik', 'name': 'Dr. Amila Kankanamge', 'id': 69895355, 'id_str': '69895355', 'indices': [39, 47]}, {'screen_name': 'ajithpperera_p', 'name': 'Ajith P Perera', 'id': 847901076, 'id_str': '847901076', 'indices': [48, 63]}, {'screen_name': 'HarshadeSilvaMP', 'name': 'Harsha de Silva', 'id': 1968865952, 'id_str': '1968865952', 'indices': [64, 80]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.3076011538157937e+18,1307601153815793666,124982587.0,124982587,irajonline,3032260688,3032260688,,,,,False,87,770,88,64,1307601153815793666,1307601153815793666,False,False,si,,,,,,,,
1285171441386680320,Mon Jul 20 11:15:23 +0000 2020,1285171441386680320,1285171441386680320,"කලුම කලු පාට, දරා ගැනීමට නොහැකි තරම් විශාල බඩ ගෙඩියක් ඇති, නිතරම හොම්බේ කොහොල්ලෑ තවරාගෙන සිටින බැල්ලි පැටියාට නමක් යෝජනා කරන්න.🐕

[පවතින නම ""බිං ඌරා""]🐗",False,"[0, 151]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,1165502745639391232,1165502745639391232,,,,,False,0,29,3,0,1285171441386680320,1285171441386680320,False,False,si,,,,,,,,
1250802148654215169,Thu Apr 16 15:04:05 +0000 2020,1250802148654215169,1250802148654215169,"@caleblegend_ Did you just...did you just try to say😂 

බැල්ලි ගුද මාර්ගය",False,"[14, 73]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1.250800398300037e+18,1250800398300037120,1.1435510575004877e+18,1143551057500487681,caleblegend,4633813883,4633813883,,,,,False,0,0,0,0,1250799542511026178,1250799542511026178,False,False,en,,,,,,,,
1229729313819369474,Tue Feb 18 11:28:10 +0000 2020,1229729313819369474,1229729313819369474,@RTSuppa බේකරියේ තියනවා බන්.. ත්‍රිකෝණකාරයි... අපේ බල්ලා ජෙරිය🐕 ආසම කෑම https://t.co/clDL9kfTtt,False,"[9, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RTSuppa', 'name': 'Supun Rajapakshe', 'id': 1243398463791828997, 'id_str': '1243398463791828997', 'indices': [0, 8]}], 'urls': [], 'media': [{'id': 1229729293628035074, 'id_str': '1229729293628035074', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'url': 'https://t.co/clDL9kfTtt', 'display_url': 'pic.twitter.com/clDL9kfTtt', 'expanded_url': 'https://twitter.com/s_sooriyage/status/1229729313819369474/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1536, 'focus_rects': [{'x': 0, 'y': 297, 'h': 1147, 'w': 2048}, {'x': 512, 'y': 0, 'h': 1536, 'w': 1536}, {'x': 701, 'y': 0, 'h': 1536, 'w': 1347}, {'x': 998, 'y': 0, 'h': 1536, 'w': 768}, {'x': 0, 'y': 0, 'h': 1536, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}, 'medium': {'faces': [{'x': 242, 'y': 679, 'h': 77, 'w': 77}]}, 'small': {'faces': [{'x': 137, 'y': 385, 'h': 43, 'w': 43}]}, 'large': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.2297283829188403e+18,1229728382918840320,3797363534.0,3797363534,ItsmeSuppa,1196374198408450048,1196374198408450048,,,,,False,0,4,1,0,1229723253117267968,1229723253117267968,False,False,si,,False,True,,,,,"{'media': [{'id': 1229729293628035074, 'id_str': '1229729293628035074', 'indices': [72, 95], 'media_url': 'http://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ERDgRvSXUAIkUhD.jpg', 'url': 'https://t.co/clDL9kfTtt', 'display_url': 'pic.twitter.com/clDL9kfTtt', 'expanded_url': 'https://twitter.com/s_sooriyage/status/1229729313819369474/photo/1', 'type': 'photo', 'original_info': {'width': 2048, 'height': 1536, 'focus_rects': [{'x': 0, 'y': 297, 'h': 1147, 'w': 2048}, {'x': 512, 'y': 0, 'h': 1536, 'w': 1536}, {'x': 701, 'y': 0, 'h': 1536, 'w': 1347}, {'x': 998, 'y': 0, 'h': 1536, 'w': 768}, {'x': 0, 'y': 0, 'h': 1536, 'w': 2048}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 1200, 'h': 900, 'resize': 'fit'}, 'small': {'w': 680, 'h': 510, 'resize': 'fit'}, 'large': {'w': 2048, 'h': 1536, 'resize': 'fit'}}, 'features': {'orig': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}, 'medium': {'faces': [{'x': 242, 'y': 679, 'h': 77, 'w': 77}]}, 'small': {'faces': [{'x': 137, 'y': 385, 'h': 43, 'w': 43}]}, 'large': {'faces': [{'x': 414, 'y': 1160, 'h': 132, 'w': 132}]}}, 'media_key': '3_1229729293628035074', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 150, 'green': 142, 'blue': 134}, 'percentage': 71.29}, {'rgb': {'red': 166, 'green': 177, 'blue': 191}, 'percentage': 11.98}, {'rgb': {'red': 146, 'green': 117, 'blue': 89}, 'percentage': 8.89}, {'rgb': {'red': 87, 'green': 84, 'blue': 78}, 'percentage': 7.47}, {'rgb': {'red': 200, 'green': 196, 'blue': 195}, 'percentage': 0.2}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}"
1160457110355886081,Sun Aug 11 07:45:10 +0000 2019,1160457110355886081,1160457110355886081,@duliponline @Anonymous__LK නැ පිරිමි හරිම හොදයි .තමන්ගෙ පැත්තට නමා ගන්න බැරි උනාම බනින්නෙ නැ .පට්ට බැල්ලි අරාබින්ට පස්සෙ දෙනවා කියලා කියන්නෙ,False,"[28, 141]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'duliponline', 'name': 'ආර්. බැද්දගේ', 'id': 799677397, 'id_str': '799677397', 'indices': [0, 12]}, {'screen_name': 'Anonymous__LK', 'name': 'ඇනෝනිමස් ආතල්', 'id': 1138064372670984193, 'id_str': '1138064372670984193', 'indices': [13, 27]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.1604549271200276e+18,1160454927120027650,799677397.0,799677397,duliponline,1154701364259409920,1154701364259409920,,,,,False,0,0,1,0,1160117546269511681,1160117546269511681,False,False,si,,,,,,,,
1203553769851670528,Sun Dec 08 05:55:54 +0000 2019,1203553769851670528,1203553769851670528,So our area also started with this new  graffiti trend 🙊🙊 https://t.co/SLpKJrF64U,False,"[0, 57]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1203553767188303872, 'id_str': '1203553767188303872', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/ELPhxklXkAAE9g7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ELPhxklXkAAE9g7.jpg', 'url': 'https://t.co/SLpKJrF64U', 'display_url': 'pic.twitter.com/SLpKJrF64U', 'expanded_url': 'https://twitter.com/AmIsoSweet/status/1203553769851670528/photo/1', 'type': 'photo', 'original_info': {'width': 545, 'height': 350, 'focus_rects': [{'x': 0, 'y': 45, 'h': 305, 'w': 545}, {'x': 195, 'y': 0, 'h': 350, 'w': 350}, {'x': 238, 'y': 0, 'h': 350, 'w': 307}, {'x': 370, 'y': 0, 'h': 350, 'w': 175}, {'x': 0, 'y': 0, 'h': 350, 'w': 545}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 545, 'h': 350, 'resize': 'fit'}, 'small': {'w': 545, 'h': 350, 'resize': 'fit'}, 'medium': {'w': 545, 'h': 350, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}}]}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,429624563,429624563,,,,,False,15,75,9,1,1203553769851670528,1203553769851670528,False,False,en,,False,True,,,,,"{'media': [{'id': 1203553767188303872, 'id_str': '1203553767188303872', 'indices': [58, 81], 'media_url': 'http://pbs.twimg.com/media/ELPhxklXkAAE9g7.jpg', 'media_url_https': 'https://pbs.twimg.com/media/ELPhxklXkAAE9g7.jpg', 'url': 'https://t.co/SLpKJrF64U', 'display_url': 'pic.twitter.com/SLpKJrF64U', 'expanded_url': 'https://twitter.com/AmIsoSweet/status/1203553769851670528/photo/1', 'type': 'photo', 'original_info': {'width': 545, 'height': 350, 'focus_rects': [{'x': 0, 'y': 45, 'h': 305, 'w': 545}, {'x': 195, 'y': 0, 'h': 350, 'w': 350}, {'x': 238, 'y': 0, 'h': 350, 'w': 307}, {'x': 370, 'y': 0, 'h': 350, 'w': 175}, {'x': 0, 'y': 0, 'h': 350, 'w': 545}]}, 'sizes': {'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 545, 'h': 350, 'resize': 'fit'}, 'small': {'w': 545, 'h': 350, 'resize': 'fit'}, 'medium': {'w': 545, 'h': 350, 'resize': 'fit'}}, 'features': {'orig': {'faces': []}, 'large': {'faces': []}, 'small': {'faces': []}, 'medium': {'faces': []}}, 'media_key': '3_1203553767188303872', 'ext_alt_text': None, 'ext_media_availability': {'status': 'available'}, 'ext_media_color': {'palette': [{'rgb': {'red': 110, 'green': 149, 'blue': 130}, 'percentage': 26.72}, {'rgb': {'red': 215, 'green': 211, 'blue': 208}, 'percentage': 25.8}, {'rgb': {'red': 47, 'green': 58, 'blue': 30}, 'percentage': 15.27}, {'rgb': {'red': 121, 'green': 139, 'blue': 59}, 'percentage': 14.41}, {'rgb': {'red': 45, 'green': 41, 'blue': 37}, 'percentage': 2.19}]}, 'ext': {'mediaStats': {'r': 'Missing', 'ttl': -1}}}]}"
1172186107326259206,Thu Sep 12 16:32:00 +0000 2019,1172186107326259206,1172186107326259206,"@Iam__Kevin එ් පොටෝ එකේ ඉන්න ගස් බැල්ලි ව දැක්කම අප්පිරියත් හිතෙනවා.😡😡😡 සික් ,",False,"[12, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'Iam__Kevin', 'name': 'Captain America ✪', 'id': 4191134834, 'id_str': '4191134834', 'indices': [0, 11]}], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1.172026994973905e+18,1172026994973904896,4191134834.0,4191134834,Iam__Kevin,1112921010284593158,1112921010284593158,,,,,False,0,10,1,0,1172026994973904896,1172026994973904896,False,False,si,,,,,,,,
996088407259566080,Mon May 14 18:02:37 +0000 2018,996088407259566080,996088407259566080,"He=මැනිකෝ..

She=ඇයි මගෙ මැට්ටෝ..

He=වැඩ ඉවරද?

She=ඔව් මගෙ වස්තුව ඇයි?

He=මට නැගල ඉන්නෙ ලෙසටම..

She=හපෝ...හොරගෙඩියා..දැන් කට්ටිය ඉන්නවනේ පස්සේ කරමු...

He=පයින් දෙන්න කලින් පෙත්ත අරන් වරෙන් බැල්ලි...ප්‍රෙසර් නැගල තියෙන්නෙ...

#වල්කතාඅතරසිරාකතා😌😌😌",False,"[0, 250]","{'hashtags': [{'text': 'වල්කතාඅතරසිරාකතා', 'indices': [230, 247]}], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,,,3089536357,3089536357,,,,,False,1,23,0,0,996088407259566080,996088407259566080,False,False,si,,,,,,,,
978652183938793472,Tue Mar 27 15:17:17 +0000 2018,978652183938793472,978652183938793472,"- බැල්ලි ගිය උඩක් -
සොරි ඒ බැල්ලිව උඩින් තියන්නේ ට්‍රෙන්ඩ් කරන්නේ ඔබමයි",False,"[0, 71]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,,,401184754,401184754,,,"{'id': '173c2bb9d42baaa5', 'url': 'https://api.twitter.com/1.1/geo/id/173c2bb9d42baaa5.json', 'place_type': 'country', 'name': 'Sri Lanka', 'full_name': 'Sri Lanka', 'country_code': 'LK', 'country': 'Sri Lanka', 'contained_within': [], 'bounding_box': {'type': 'Polygon', 'coordinates': [[[79.6505263, 5.9213829], [81.8787816, 5.9213829], [81.8787816, 9.8359375], [79.6505263, 9.8359375]]]}, 'attributes': {}}",,False,3,18,0,0,978652183938793472,978652183938793472,False,False,si,,,,,,,,
1201186937878581251,Sun Dec 01 17:10:57 +0000 2019,1201186937878581251,1201186937878581251,හොද වැඩේ බැල්ලි හෙන ගැම්මෙන් විකිනුනේ https://t.co/YUNFRZseuk,False,"[0, 61]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/YUNFRZseuk', 'expanded_url': 'https://www.facebook.com/story.php?story_fbid=2426544987462316&id=100003205159300', 'display_url': 'facebook.com/story.php?stor…', 'indices': [38, 61]}]}","<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",,,,,,700069412,700069412,,,,,False,0,0,0,0,1201186937878581251,1201186937878581251,False,False,si,,False,True,,,,,
1272606389580398592,Mon Jun 15 19:06:21 +0000 2020,1272606389580398592,1272606389580398592,@CocoBoiSL @thambaru මම නොවේ අපේ බැල්ලි කිවේ.. බාව් බාව් ෆොන්ට් එක දාගන්න කිවා,False,"[21, 78]","{'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'CocoBoiSL', 'name': 'Coco', 'id': 1094942998851346433, 'id_str': '1094942998851346433', 'indices': [0, 10]}, {'screen_name': 'thambaru', 'name': 'Calculus Wijesekara', 'id': 212847371, 'id_str': '212847371', 'indices': [11, 20]}], 'urls': []}","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1.272598115049042e+18,1272598115049041920,1.0949429988513464e+18,1094942998851346433,CocoBoiSL,1313196162,1313196162,,,,,False,0,0,0,0,1272170392958824449,1272170392958824449,False,False,si,,,,,,,,
594034869195288576,Fri May 01 07:05:24 +0000 2015,594034869195288576,594034869195288576,"""ඒ කන්දත් මගේ තමයි මේ කන්දත් මගේ තමයි කඳු යායම මගේ තමයි මගේ රාජ්ජේ.."" පිස්සු හුත්තියෙක්. වල් බැල්ලි.. මීමැස් රැජිනක් වගේ ඇති",False,"[0, 124]","{'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,,,3215315933,3215315933,,,,,False,0,0,0,0,594034869195288576,594034869195288576,False,False,si,,,,,,,,
